geometry,name,shop,amenity,tourism,healthcare,office,leisure,addr:street,addr:housenumber,addr:postcode,brand,operator,cuisine,lon,lat,lon_rnd,lat_rnd,name_norm,Barcelona_hdbscan_5_5
POINT (2.1257214 41.3768347),Brunchies,,cafe,,,,,,,,,,,2.1257214,41.3768347,236635,4606069,brunchies,-1
POINT (2.1613998 41.4031787),PONGO,storage_rental,,,,,,,29-31,,,,,2.1613998,41.4031787,240607,4609002,pongo,-1
POINT (2.177817 41.3935175),Okinawa,,restaurant,,,,,Passeig de Sant Joan,36,,,,japanese;sushi,2.177817,41.3935175,242435,4607926,okinawa,-1
POINT (2.175765 41.3872363),on the road. llibreria,books,,,,,,,,,,,,2.175765,41.3872363,242206,4607227,on the road. llibreria,-1
POINT (2.1788435 41.3914192),IVapeo Ecig Store,e-cigarette,,,,,,Ronda de Sant Pere,49,,,,,2.1788435,41.3914192,242549,4607693,ivapeo ecig store,495
POINT (2.1789168 41.3914378),Mido II,hairdresser,,,,,,Ronda de Sant Pere,49,,,,,2.1789168,41.3914378,242557,4607695,mido ii,495
POINT (2.1789714 41.3914518),Centre d'acupuntura xinesa,,,,alternative,,,Ronda de Sant Pere,51,,,,,2.1789714,41.3914518,242563,4607696,centre d'acupuntura xinesa,495
POINT (2.1791833 41.3915232),Akatsuki,anime,,,,,,Ronda de Sant Pere,53,,,,,2.1791833,41.3915232,242587,4607704,akatsuki,495
POINT (2.179056 41.3918856),Oriol,bakery,,,,,,Passeig de Sant Joan,3,,,,,2.179056,41.3918856,242573,4607745,oriol,495
POINT (2.1663026 41.3741315),Bar Prada,,pub,,,,,,,,,,,2.1663026,41.3741315,241153,4605768,bar prada,-1
POINT (2.2087601 41.4226799),Condis,supermarket,,,,,,,,,,,,2.2087601,41.4226799,245879,4611173,condis,46
POINT (2.2099241 41.4224117),,,charging_station,,,,,,,,,,,2.2099241,41.4224117,246009,4611143,,46
POINT (2.2088597 41.4227523),Cafeteria La Pau,,cafe,,,,,,,,,,,2.2088597,41.4227523,245890,4611181,cafeteria la pau,46
POINT (2.2033189 41.4163921),Cal Fruitós,greengrocer,,,,,,,,,,,,2.2033189,41.4163921,245273,4610473,cal fruitós,153
POINT (2.2101672 41.4223537),,,charging_station,,,,,,,,,,,2.2101672,41.4223537,246036,4611136,,46
POINT (2.1737581 41.4092021),,supermarket,,,,,,,,,,,,2.1737581,41.4092021,241983,4609672,,534
POINT (2.17337 41.4084225),,laundry,,,,,,,,,,,,2.17337,41.4084225,241940,4609586,,-1
POINT (2.173756 41.3972955),Sala atrium,,theatre,,,,,,,,,,,2.173756,41.3972955,241983,4608347,sala atrium,480
POINT (2.173848 41.397336),Hospital de Nens de Barcelona,,hospital,,,,,,,,,,,2.173848,41.397336,241993,4608351,hospital de nens de barcelona,480
POINT (2.1989731 41.3957733),Miny,,restaurant,,,,,,,,,,,2.1989731,41.3957733,244790,4608177,miny,255
POINT (2.1989147 41.3961131),Minoria Absoluta,,,,,company,,,,,,,,2.1989147,41.3961131,244783,4608215,minoria absoluta,255
POINT (2.1195973 41.3992439),SandwiChez,,fast_food,,,,,Passeig de la Reina Elisenda de Montcada,16B,,,,sandwich,2.1195973,41.3992439,235954,4608564,sandwichez,128
POINT (2.1528119 41.381193),Casa Orsola,,events_venue,,,,,Carrer del Consell de Cent,122,8015.0,,El Poble,,2.1528119,41.381193,239651,4606554,casa orsola,-1
POINT (2.1804392 41.4152364),Santos Maragall,kitchen,,,,,,Passeig de Maragall,41,8041.0,,,,2.1804392,41.4152364,242726,4610344,santos maragall,408
POINT (2.1726731 41.4076002),SEIA,greengrocer,,,,,,,,,,,,2.1726731,41.4076002,241862,4609494,seia,529
POINT (2.1726171 41.4076389),CASA AMPARO - Plats cuinats,,restaurant,,,,,Carrer de Lepant,344,,,,local,2.1726171,41.4076389,241856,4609498,casa amparo - plats cuinats,529
POINT (2.1633386 41.4075875),Sueños descans,furniture,,,,,,,,,,,,2.1633386,41.4075875,240823,4609493,sueños descans,660
POINT (2.1742017 41.408873),BBVA,,bank,,,,,,,,,,,2.1742017,41.408873,242032,4609636,bbva,534
POINT (2.1424292 41.3995908),Barcelona Barber Shop - Muntaner Descartes,hairdresser,,,,,,Carrer de Muntaner,382,8006.0,,Barcelona Barber Shop,,2.1424292,41.3995908,238495,4608602,barcelona barber shop - muntaner descartes,-1
POINT (2.1466421 41.373495),BBVA,,bank,,,,,,,,,,,2.1466421,41.373495,238964,4605697,bbva,236
POINT (2.1787877 41.4187835),Bcoffee,,cafe,,,,,Carrer de Teodor Llorente,23,,,,coffee_shop,2.1787877,41.4187835,242543,4610739,bcoffee,293
POINT (2.1739477 41.4056463),CHANGE,copyshop,,,,,,Carrer del Rosselló,410,,,,,2.1739477,41.4056463,242004,4609277,change,541
POINT (2.1999522 41.4053281),Magma Bakery Lab,bakery,,,,,,Carrer de Pere IV,248,8005.0,,,,2.1999522,41.4053281,244899,4609241,magma bakery lab,-1
POINT (2.1427497 41.3887492),Jon Cake & Wines,,cafe,,,,,,,,,,cake;coffee_shop,2.1427497,41.3887492,238531,4607396,jon cake & wines,463
POINT (2.200563 41.3918082),Farmacia Vila Olimpica,,pharmacy,,,,,Carrer de Salvador Espriu,"83, Local 3",8005.0,,,,2.200563,41.3918082,244967,4607736,farmacia vila olimpica,-1
POINT (2.1574458 41.4013977),Buena Onda Social Club,,,,,ngo,,Carrer del Canó,4,8012.0,,,,2.1574458,41.4013977,240167,4608804,buena onda social club,-1
POINT (2.1565604 41.4107576),Bracafé,,cafe,,,,,,,,,,,2.1565604,41.4107576,240068,4609846,bracafé,200
POINT (2.1564999 41.4107091),365,bakery,,,,,,,,,,,,2.1564999,41.4107091,240062,4609840,365,200
POINT (2.1630936 41.4091313),Totoro,,restaurant,,,,,Carrer de la Legalitat,74,,,,asian,2.1630936,41.4091313,240796,4609664,totoro,433
POINT (2.1599095 41.395424),Marella,clothes,,,,,,Carrer del Rosselló,261,8008.0,Marella,,,2.1599095,41.395424,240441,4608139,marella,717
POINT (2.1598517 41.395375),Closet,clothes,,,,,,Carrer del Rosselló,259,8008.0,,,,2.1598517,41.395375,240435,4608133,closet,717
POINT (2.1557484 41.3974303),Shoronpo,,restaurant,,,,,Carrer del Doctor Rizal,20,,,,japanese,2.1557484,41.3974303,239978,4608362,shoronpo,-1
POINT (2.1709443 41.3952712),Clinica Dental Felipe,,dentist,,dentist,,,,,,,,,2.1709443,41.3952712,241670,4608122,clinica dental felipe,572
POINT (2.1716185 41.4097497),,beauty,,,,,,,,,,,,2.1716185,41.4097497,241745,4609733,,526
POINT (2.1909541 41.4372606),Si real estate,,,,,estate_agent,,Passeig de Torras i Bages,17,8030.0,,,,2.1909541,41.4372606,243897,4612796,si real estate,75
POINT (2.1566279 41.397788),GinaBalmesina,,restaurant,,,,,Riera Sant Miquel,29,8006.0,,,italian,2.1566279,41.397788,240076,4608402,ginabalmesina,-1
POINT (2.1220861 41.37557),Mami,,bar,,,,,,,,,,,2.1220861,41.37557,236231,4605928,mami,-1
POINT (2.1551925 41.3775334),,hairdresser,,,,,,,,,,,,2.1551925,41.3775334,239916,4606147,,272
POINT (2.1649365 41.3903256),TwoJeys,jewelry,,,,,,,,,,,,2.1649365,41.3903256,241001,4607571,twojeys,727
POINT (2.1633917 41.3891831),Matiz de Color,paint,,,,,,,,,,,,2.1633917,41.3891831,240829,4607444,matiz de color,728
POINT (2.1566505 41.3854297),Wuakal,supermarket,,,,,,Carrer de Villarroel,108,8011.0,,"KIMO SABE MEXICO, S.L.",,2.1566505,41.3854297,240078,4607026,wuakal,459
POINT (2.1617685 41.3773894),Hospital Veterinari Riera Alta,,veterinary,,,,,Carrer de Manso,56,8015.0,,,,2.1617685,41.3773894,240648,4606131,hospital veterinari riera alta,574
POINT (2.1576557 41.3834737),Vabowl,,restaurant,,,,,Carrer de la Diputació,139,8011.0,,,asian,2.1576557,41.3834737,240190,4606808,vabowl,446
POINT (2.1581374 41.3838885),Vereda Bar,,restaurant,,,,,Carrer de la Diputació,155,8011.0,,,,2.1581374,41.3838885,240244,4606854,vereda bar,-1
POINT (2.1499977 41.3799961),La Teva Web,,,,,company,,Carrer d'Entença,95,8015.0,,,,2.1499977,41.3799961,239338,4606421,la teva web,301
POINT (2.2000061 41.4161624),Frankfurt Verín,,bar,,,,,Carrer de la Selva de Mar,202,8020.0,,,hotdog,2.2000061,41.4161624,244905,4610447,frankfurt verín,159
POINT (2.2042397 41.415734),Clínica d'Osteopatia i Fisioteràpia Marc Batalla,,,,physiotherapist,,,Gran Via de les Corts Catalanes,1100,8020.0,,,,2.2042397,41.415734,245376,4610400,clínica d'osteopatia i fisioteràpia marc batalla,-1
POINT (2.1728063 41.4180956),Peix i Marisc Costa Brava,seafood,,,,,,Carrer de la Bisbal,25,8041.0,,,,2.1728063,41.4180956,241877,4610662,peix i marisc costa brava,-1
POINT (2.1819484 41.4086661),Raices,,cafe,,,,,Carrer de la Independència,305,,,,,2.1819484,41.4086661,242894,4609613,raices,317
POINT (2.1826425 41.4108163),Bar Do,,bar,,,,,Carrer de Rogent,100,,,,,2.1826425,41.4108163,242972,4609852,bar do,427
POINT (2.1580355 41.3953658),,florist,,,,,,Rambla de Catalunya,124,8008.0,,,,2.1580355,41.3953658,240233,4608132,,717
POINT (2.1463835 41.371142),Caldeira,,bar,,,,,,,,,,mediterranean;spanish,2.1463835,41.371142,238935,4605436,caldeira,-1
POINT (2.125219 41.4124936),Escola Galí Bellesguard,,school,,,,,Carrer de Carles Riba,11-15,8035.0,,,,2.125219,41.4124936,236579,4610039,escola galí bellesguard,-1
POINT (2.152134 41.4008078),Llibros i Cosetes,books,,,,,,Carrer de Benet Mercadé,22,,,,,2.152134,41.4008078,239576,4608738,llibros i cosetes,-1
POINT (2.1456443 41.3846031),Llibreria Merricat,books,,,,,,,,,,,,2.1456443,41.3846031,238853,4606934,llibreria merricat,-1
POINT (2.1706538 41.4108613),Casa Yimo,houseware,,,,,,Carrer de Padilla,350-352,,,,,2.1706538,41.4108613,241637,4609857,casa yimo,-1
POINT (2.1720265 41.3847422),Gelatiamo,bakery,cafe,,,,,Carrer de la Canuda,21,,,,,2.1720265,41.3847422,241790,4606950,gelatiamo,-1
POINT (2.1593168 41.4058465),Ana Reich Teatro,,theatre,,,,,Carrer de l'Encarnació,24,8012.0,,,,2.1593168,41.4058465,240375,4609299,ana reich teatro,-1
POINT (2.1740388 41.3978876),Carrefour Market,supermarket,,,,,,Carrer de Roger de Flor,168,8013.0,,,,2.1740388,41.3978876,242014,4608413,carrefour market,480
POINT (2.1872387 41.4173005),Si real estate,,,,,estate_agent,,Avinguda Meridiana,248,8027.0,,,,2.1872387,41.4173005,243483,4610574,si real estate,246
POINT (2.2044872 41.3987683),Repúblic Cafè,,cafe,,,,,Rambla del Poblenou,22,,,,,2.2044872,41.3987683,245404,4608511,repúblic cafè,-1
POINT (2.1651197 41.3866915),GRABADOR INGLÉS - segells de goma - rètols - gravats - matrícules,stationery,,,,,,Gran Via de les Corts Catalanes,600,,,,,2.1651197,41.3866915,241021,4607166,grabador inglés - segells de goma - rètols - gravats - matrícules,766
POINT (2.1453127 41.3910068),Bernat (magatzem de cultura),books,,,,,,,,,,,,2.1453127,41.3910068,238816,4607647,bernat (magatzem de cultura),633
POINT (2.172646 41.4388319),Associació Civicosocial de la Guineueta,,community_centre,,,,,,,,,,,2.172646,41.4388319,241859,4612971,associació civicosocial de la guineueta,-1
POINT (2.1221939 41.400005),Sarrià - J.V. Foix,,library,,,,,,,,,,,2.1221939,41.400005,236243,4608649,sarrià - j.v. foix,128
POINT (2.1670718 41.3929923),Masaya,,restaurant,,,,,Carrer de Pau Claris,128,8009.0,,,lebanese,2.1670718,41.3929923,241238,4607868,masaya,-1
POINT (2.1388882 41.4047251),Hotel Sant Gervasi,,,hotel,,,,,,,,,,2.1388882,41.4047251,238101,4609174,hotel sant gervasi,-1
POINT (2.1657398 41.3943528),Parking Pizza,,restaurant,,,,,Carrer de València,300,8036.0,,,italian;italian_pizza,2.1657398,41.3943528,241090,4608019,parking pizza,683
POINT (2.1222276 41.4001486),Districte Sarrià - Sant Gervasi,,,,,government,,,,,,,,2.1222276,41.4001486,236246,4608665,districte sarrià - sant gervasi,128
POINT (2.1659929 41.395121),Bella Italia,,restaurant,,,,,Carrer de Roger de Llúria,87,,,,,2.1659929,41.395121,241118,4608105,bella italia,-1
POINT (2.1794178 41.3845807),La Fábrica Empanades Argentines,,fast_food,,,,,,,,,,argentinian,2.1794178,41.3845807,242613,4606932,la fábrica empanades argentines,774
POINT (2.1792395 41.384275),Serna Bach - Mielectro,appliance,,,,,,,,,,,,2.1792395,41.384275,242593,4606897,serna bach - mielectro,774
POINT (2.1791724 41.3843938),Arquinesia,perfumery,,,,,,,,,,,,2.1791724,41.3843938,242585,4606911,arquinesia,774
POINT (2.1657107 41.4093159),Tactic Games,games,,,,,,,,,,,,2.1657107,41.4093159,241087,4609685,tactic games,-1
POINT (2.1365182 41.3737308),La briciola,,restaurant,,,,,Carrer d'Olzinelles,19,8014.0,,,italian;italian_pizza,2.1365182,41.3737308,237837,4605724,la briciola,386
POINT (2.1651818 41.3888367),Finestres,books,,,,,,,,,,,,2.1651818,41.3888367,241028,4607405,finestres,720
POINT (2.1647243 41.3953325),La Chirigota Brazil,,restaurant,,,,,Mallorca,272,8037.0,,,brazilian,2.1647243,41.3953325,240977,4608128,la chirigota brazil,643
POINT (2.2005876 41.3889389),Superlocal,,restaurant,,,,,,,,,,,2.2005876,41.3889389,244969,4607417,superlocal,33
POINT (2.2008497 41.3888905),Faborit,,fast_food,,,,,,,,,,,2.2008497,41.3888905,244999,4607411,faborit,33
POINT (2.2016657 41.3880353),Nuara,,restaurant,,,,,,,,,,,2.2016657,41.3880353,245089,4607316,nuara,33
POINT (2.2020953 41.3877045),Casa Carmen,,restaurant,,,,,,,,,,,2.2020953,41.3877045,245137,4607279,casa carmen,33
POINT (2.2016784 41.3882514),Eldelmar,,restaurant,,,,,,,,,,,2.2016784,41.3882514,245091,4607340,eldelmar,33
POINT (2.2011813 41.3886392),El Tribut,,restaurant,,,,,,,,,,,2.2011813,41.3886392,245036,4607383,el tribut,33
POINT (2.200694 41.3890052),Kresala,,restaurant,,,,,,,,,,,2.200694,41.3890052,244981,4607424,kresala,33
POINT (2.167806 41.4031222),Pilates 10,,,,,,fitness_centre,Carrer de Còrsega,473,,,,,2.167806,41.4031222,241320,4608996,pilates 10,-1
POINT (2.1666127 41.4031722),Carnisseria LACK,butcher,,,,,,Carrer de Roger de Flor,"255,257",,,,,2.1666127,41.4031722,241187,4609001,carnisseria lack,-1
POINT (2.1664816 41.4032433),De Santis,bicycle,,,,,,Carrer de Roger de Flor,261,,,,,2.1664816,41.4032433,241173,4609009,de santis,-1
POINT (2.1661971 41.4031674),Cal Frutós,greengrocer,,,,,,Carrer de la Indústria,24,,,,,2.1661971,41.4031674,241141,4609001,cal frutós,619
POINT (2.165769 41.4028356),Al Amin,convenience,,,,,,,,,,,,2.165769,41.4028356,241093,4608964,al amin,619
POINT (2.1390821 41.3754445),CroisSants,,cafe,,,,,Carrer de Sants,36,8014.0,,,,2.1390821,41.3754445,238123,4605914,croissants,395
POINT (2.1746361 41.4112123),Anime Ramen,,restaurant,,,,,Carrer de Sant Antoni Maria Claret,216,,,,ramen,2.1746361,41.4112123,242080,4609896,anime ramen,549
POINT (2.1566771 41.3737595),Funicular,,restaurant,,,,,Vallhonrat,,,,,,2.1566771,41.3737595,240081,4605727,funicular,228
POINT (2.1451854 41.3949328),Onyva,,cafe,,,,,,,,,,coffee_shop,2.1451854,41.3949328,238802,4608084,onyva,439
POINT (2.1339478 41.3871021),Garage,,cafe,,,,,,,,,,,2.1339478,41.3871021,237551,4607212,garage,-1
POINT (2.1490409 41.3909287),Cupa Coffee,,cafe,,,,,,,,,,coffee_shop,2.1490409,41.3909287,239231,4607638,cupa coffee,524
POINT (2.1509906 41.392088),El Sargi,tailor,,,,,,,,,,,,2.1509906,41.392088,239448,4607767,el sargi,515
POINT (2.1675861 41.3882573),Muteki Japanese Ramen,,restaurant,,,,,,,,,,ramen,2.1675861,41.3882573,241296,4607341,muteki japanese ramen,713
POINT (2.1836478 41.410005),La Bohème,books,,,,,,,,,,,,2.1836478,41.410005,243084,4609762,la bohème,-1
POINT (2.1345289 41.3741034),Botiga gratis de Can Vies,clothes,freeshop,,,,,Carrer dels Jocs Florals,42,8014.0,,,,2.1345289,41.3741034,237616,4605765,botiga gratis de can vies,354
POINT (2.1346532 41.3740733),Gimnàs de Can Vies,,,,,,fitness_centre,Carrer dels Jocs Florals,42,8014.0,,,,2.1346532,41.3740733,237630,4605762,gimnàs de can vies,354
POINT (2.1345161 41.3741544),Biblioteca de Can Vies,,library,,,,,Carrer dels Jocs Florals,42,8014.0,,CSA Can Vies,,2.1345161,41.3741544,237614,4605771,biblioteca de can vies,354
POINT (2.1345527 41.3741002),Taller de bicis de Can Vies,bicycle,,,,,,Carrer dels Jocs Florals,42,8014.0,,,,2.1345527,41.3741002,237618,4605765,taller de bicis de can vies,354
POINT (2.1478463 41.4347199),CETT. Centre de formació professional integrada,,college,,,,,,,,,,,2.1478463,41.4347199,239098,4612513,cett. centre de formació professional integrada,20
POINT (2.1227128 41.3923684),,,cafe,,,,,,,,,,,2.1227128,41.3923684,236300,4607798,,-1
POINT (2.123309 41.3913113),Hispital Cima. Sanitas,,hospital,,,,,Passeig de Manuel Girona,29,,,,,2.123309,41.3913113,236367,4607681,hispital cima. sanitas,-1
POINT (2.1698668 41.4114397),Dra. Gloria Zurita,,dentist,,,,,,,,,,,2.1698668,41.4114397,241550,4609921,dra. gloria zurita,485
POINT (2.1729745 41.4086551),OK PELUQUERIA,hairdresser,,,,,,,,,,,,2.1729745,41.4086551,241896,4609611,ok peluqueria,529
POINT (2.1792682 41.4088531),Neverland Cocktail Bar,,bar,,,,,,,,,,,2.1792682,41.4088531,242596,4609634,neverland cocktail bar,456
POINT (2.1916656 41.3916665),agachaito,,bar,,,,,,,,,,,2.1916656,41.3916665,243976,4607720,agachaito,146
POINT (2.1629698 41.4040327),Jay Walker English Hair Salon,hairdresser,,,,,,Passeig de Sant Joan,199,8037.0,,,,2.1629698,41.4040327,240782,4609097,jay walker english hair salon,-1
POINT (2.1676714 41.3815322),Ara,,,,,newspaper,,,,,,,,2.1676714,41.3815322,241305,4606592,ara,-1
POINT (2.1670844 41.3819889),Casal de Gent Gran Josep Tarradellas,,community_centre,,,,,,,,,,,2.1670844,41.3819889,241240,4606643,casal de gent gran josep tarradellas,-1
POINT (2.1619906 41.3901998),Supermercat,convenience,,,,,,,,,,,,2.1619906,41.3901998,240673,4607557,supermercat,732
POINT (2.1619338 41.3917181),,,parcel_locker,,,,,,,,Amazon Locker,,,2.1619338,41.3917181,240666,4607726,,734
POINT (2.1619357 41.3917202),,kiosk,,,,,,,,,,,,2.1619357,41.3917202,240667,4607726,,734
POINT (2.1617927 41.3917076),Supermercat,convenience,,,,,,,,,,,,2.1617927,41.3917076,240651,4607725,supermercat,734
POINT (2.1618504 41.3917657),Montse Interiors,houseware,,,,,,,,,,,,2.1618504,41.3917657,240657,4607731,montse interiors,734
POINT (2.1608294 41.3910135),Arquia,,bank,,,,,,,,,,,2.1608294,41.3910135,240544,4607648,arquia,-1
POINT (2.1618665 41.3901711),,beauty,,,,,,,,,,,,2.1618665,41.3901711,240659,4607554,,732
POINT (2.1617067 41.3901906),,hairdresser,,,,,,,,,,,,2.1617067,41.3901906,240641,4607556,,-1
POINT (2.1621121 41.3916132),Crisso,watches,,,,,,,,,,,,2.1621121,41.3916132,240686,4607714,crisso,734
POINT (2.1612842 41.3913383),LLENAS,clothes,,,,,,,,,,,,2.1612842,41.3913383,240594,4607684,llenas,733
POINT (2.161943 41.3917247),,,atm,,,,,,,,,Euronet,,2.161943,41.3917247,240667,4607727,,734
POINT (2.1619032 41.3918127),Jacadi Paris,clothes,,,,,,,,,,,,2.1619032,41.3918127,240663,4607737,jacadi paris,734
POINT (2.1616217 41.3916365),Quiromassatgista Jaume Campderrós,massage,,,,,,,,,,,,2.1616217,41.3916365,240632,4607717,quiromassatgista jaume campderrós,734
POINT (2.1615698 41.3915183),Cinc Estetica,beauty,,,,,,,,,,,,2.1615698,41.3915183,240626,4607704,cinc estetica,734
POINT (2.1613888 41.3914088),Micha,,fast_food,,,,,,,,,,,2.1613888,41.3914088,240606,4607692,micha,733
POINT (2.191477 41.405313),Mango,clothes,,,,,,,,,,,,2.191477,41.405313,243955,4609239,mango,323
POINT (2.160845 41.3911874),imagine,,clinic,,clinic,,,,,,,,,2.160845,41.3911874,240545,4607667,imagine,-1
POINT (2.1626643 41.3914089),Starbucks,,cafe,,,,,,,,Starbucks,,coffee_shop,2.1626643,41.3914089,240748,4607692,starbucks,-1
POINT (2.162343 41.3916345),,vacant,,,,,,,,,,,,2.162343,41.3916345,240712,4607717,,-1
POINT (2.1642609 41.3902933),Aragaza,clothes,,,,,,,,,,,,2.1642609,41.3902933,240926,4607567,aragaza,727
POINT (2.1625933 41.3914558),Sabadell,,bank,,,,,,,,,,,2.1625933,41.3914558,240740,4607697,sabadell,-1
POINT (2.1624277 41.3915794),women' secret,clothes,,,,,,,,,,,,2.1624277,41.3915794,240721,4607711,women' secret,-1
POINT (2.1630132 41.391043),Nino Alvarez,clothes,,,,,,,,,,,,2.1630132,41.391043,240787,4607651,nino alvarez,732
POINT (2.1625059 41.3915237),algo bonito,clothes,,,,,,,,,,,,2.1625059,41.3915237,240730,4607704,algo bonito,-1
POINT (2.1679567 41.3909217),Opticalia,optician,,,,,,,,,,,,2.1679567,41.3909217,241337,4607637,opticalia,-1
POINT (2.1680792 41.3910091),La Chinata,deli,,,,,,,,,,,,2.1680792,41.3910091,241351,4607647,la chinata,-1
POINT (2.1675288 41.3909299),Ana's,,restaurant,,,,,,,,,,italian,2.1675288,41.3909299,241289,4607638,ana's,686
POINT (2.1692293 41.3909668),,video_games,,,,,,,,,,,,2.1692293,41.3909668,241479,4607642,,630
POINT (2.1684857 41.391332),,beauty,,,,,,,,,,,,2.1684857,41.391332,241396,4607683,,623
POINT (2.1725148 41.3833062),Systemaction,clothes,,,,,,,,,,,,2.1725148,41.3833062,241844,4606790,systemaction,-1
POINT (2.168147 41.3809919),,hairdresser,,,,,,,,,,,,2.168147,41.3809919,241358,4606532,,-1
POINT (2.1731702 41.3836691),Bolsos Bella,bag,,,,,,,,,,,,2.1731702,41.3836691,241917,4606830,bolsos bella,842
POINT (2.1726622 41.3881711),,vacant,,,,,,,,,,,,2.1726622,41.3881711,241861,4607331,,706
POINT (2.1725918 41.3833419),Smile Joyas,jewelry,,,,,,,,,,,,2.1725918,41.3833419,241853,4606794,smile joyas,843
POINT (2.1724094 41.3832546),aragaza,clothes,,,,,,,,,,,,2.1724094,41.3832546,241833,4606784,aragaza,-1
POINT (2.1729905 41.3834972),,vacant,,,,,,,,,,,,2.1729905,41.3834972,241897,4606811,,842
POINT (2.1726379 41.383463),Smile,clothes,,,,,,,,,,,,2.1726379,41.383463,241858,4606807,smile,843
POINT (2.173024 41.3836165),Snipes,clothes,,,,,,,,,,,,2.173024,41.3836165,241901,4606824,snipes,842
POINT (2.1736065 41.3837387),claire's,fashion_accessories,,,,,,,,,claire's,,,2.1736065,41.3837387,241966,4606838,claire's,838
POINT (2.1736456 41.383752),nautilus concept,gift,,,,,,,,,,,,2.1736456,41.383752,241970,4606839,nautilus concept,838
POINT (2.1727051 41.3833787),The Immersive Rock Museum,,,museum,,,,,,,,,,2.1727051,41.3833787,241866,4606798,the immersive rock museum,843
POINT (2.1736876 41.3837686),Sun & Sun,fashion_accessories,,,,,,,,,,,,2.1736876,41.3837686,241975,4606841,sun & sun,838
POINT (2.1726971 41.383485),Citees,clothes,,,,,,,,,,,,2.1726971,41.383485,241865,4606810,citees,843
POINT (2.1681436 41.3798561),,vacant,,,,,,,,,,,,2.1681436,41.3798561,241358,4606406,,-1
POINT (2.1573125 41.4032702),Goat Barber,hairdresser,,,,,,Carrer de Verdi,13,,,,,2.1573125,41.4032702,240152,4609012,goat barber,926
POINT (2.1981787 41.4043004),Osom Nou,,cafe,,,,,Carrer de Sant Joan de Malta,148,8018.0,,,coffee_shop;breakfast;brunch,2.1981787,41.4043004,244701,4609127,osom nou,-1
POINT (2.1567645 41.3976648),Via Fora,,bar,,,,,,,,,,,2.1567645,41.3976648,240091,4608388,via fora,-1
POINT (2.1459011 41.3939655),,,,,,it,,,,,Red Hat,,,2.1459011,41.3939655,238882,4607976,,694
POINT (2.1386697 41.4071231),Supercor,supermarket,,,,,,Carrer de Balmes,418,8022.0,Supercor,SuperCor,,2.1386697,41.4071231,238077,4609441,supercor,-1
POINT (2.1836062 41.38202),La - Barra del 7 Portes,,restaurant,,,,,Carrer de la Reina Cristina,11,,,,,2.1836062,41.38202,243079,4606646,la - barra del 7 portes,335
